Text,Sentiment
i feel radiant and blessed to have connected with you and i look forward to touching base throughout next year and reawakening old mill organics upon our return to the east coast,joy
i found myself feeling depressed irritable clammy headach y and tired,sadness
i feel petty to use them to judge him however i am and i will continue to do so,anger
i had the feeling that was a fake indian street name that they threw in because who s going to notice,sadness
i think i will feel restless tonight too,fear
i hate red too but people are more likely to feel a friendly connection based on positive shared interests youre favorite colour is pink,joy
i believe just imagining what it would be like to act live in front of an audience will make me feel joyful,joy
i know people see my criticism as a personal attack that they feel as if i am calling them stupid rather than exhorting them to try harder,sadness
ive hijacked a fantasy and i feel foolish,sadness
i am tolerating him in almost everything he do while me here feeling like a worthless shit,sadness
i found to be truly special and unique was not just the feeling that im sure everyone experienced during it but the fact that we as two groups that were complete strangers just days before came together held each other arm in arm like family and created this singular moment,joy
im sure that many of you will be feeling very discouraged and confused,sadness
i will be feeling pretty crappy and weak for to weeks before i begin to feel better,sadness
i suppose that isnt the greatest metaphor because that feeling was much more pleasant than a cold fish,joy
i left feeling shocked and unsure,surprise
i feel i can not have what i trully want in a submissive with my current lover and because of that i feel so sad,sadness
i think i scratched my once again denied cx itch for the year and did it without a stroke or heart attack so i feel pretty content,joy
