Text,Aspect Term,Sentiment
So some of the reviews here are accurate about the crowd and noise.,noise,Negative
You get what you pay for and with that logic in mind[comma] Spice is a great place to grab some cheap eats and drinks in a beautiful setting.,eats,Positive
You get what you pay for and with that logic in mind[comma] Spice is a great place to grab some cheap eats and drinks in a beautiful setting.,drinks,Positive
You get what you pay for and with that logic in mind[comma] Spice is a great place to grab some cheap eats and drinks in a beautiful setting.,setting,Positive
The service was terrible[comma] we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.,service,Negative
The service was terrible[comma] we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.,served,Negative
Other than being a little crowded and a bit overpriced[comma] the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!,atmosphere,Positive
Other than being a little crowded and a bit overpriced[comma] the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!,people,Positive
Other than being a little crowded and a bit overpriced[comma] the atmosphere is filled with energy (and the beautiful people of course) and the food was surprising good!,food,Positive
We only ordered desserts and drinks[comma] but no refills were offered.,desserts,Neutral
We only ordered desserts and drinks[comma] but no refills were offered.,drinks,Neutral
I have been here a few times for dinner[comma] once for brunch and twice for lunch.,dinner,Neutral
I have been here a few times for dinner[comma] once for brunch and twice for lunch.,brunch,Neutral
I have been here a few times for dinner[comma] once for brunch and twice for lunch.,lunch,Neutral
the real kicker of the menu[comma] however[comma] is the beef cubes or the chicken with chili and lemon grass.,menu,Neutral
the real kicker of the menu[comma] however[comma] is the beef cubes or the chicken with chili and lemon grass.,beef cubes,Positive
the real kicker of the menu[comma] however[comma] is the beef cubes or the chicken with chili and lemon grass.,chicken with chili and lemon grass,Positive
The music is the best among all the Indian restaurants I have visited.,music,Positive
The bread and lamb chops I had before the meal were quite good[comma] however.,bread,Positive
The bread and lamb chops I had before the meal were quite good[comma] however.,lamb chops,Positive
The bread and lamb chops I had before the meal were quite good[comma] however.,meal,Neutral
Rao's has the best service and atmosphere in NYC.,service,Positive
Rao's has the best service and atmosphere in NYC.,atmosphere,Positive
instead ordered an ice cold beer which to me works with indian.,beer,Positive
They never brought us complimentary noodles[comma] ignored repeated requests for sugar[comma] and threw our dishes on the table.,noodles,Negative
They never brought us complimentary noodles[comma] ignored repeated requests for sugar[comma] and threw our dishes on the table.,sugar,Negative
They never brought us complimentary noodles[comma] ignored repeated requests for sugar[comma] and threw our dishes on the table.,dishes,Negative
one of the best Chicken Tikka Masala.,Chicken Tikka Masala,Positive
Excellent dumplings served amid clean[comma] chic decor.,dumplings,Positive
Excellent dumplings served amid clean[comma] chic decor.,decor,Positive
The kitchen however[comma] is almost always slow.,kitchen,Negative
The corned beef and pastrami are excellent[comma] much less fatty than those big tourist places around Times Square.,corned beef,Positive
The corned beef and pastrami are excellent[comma] much less fatty than those big tourist places around Times Square.,pastrami,Positive
Cute place[comma] nice wait staff but would never go there again.,wait staff,Positive
Cute place[comma] nice wait staff but would never go there again.,place,Positive
Also[comma] the hostess called me today to thank us for coming and mentioned how she hoped that my girlfriend enjoyed her birthday - unexpected[comma] but a truly above and beyond thing to do...,hostess,Positive
people are rude bit again it's new york!,people,Negative
The plain slice is great and if you get toppings[comma] the whole slice is topped with them[comma] not sparsely sprinkled on like some places.,plain slice,Positive
The plain slice is great and if you get toppings[comma] the whole slice is topped with them[comma] not sparsely sprinkled on like some places.,toppings,Positive
Service was also horrible and the ambience is not that great.,Service,Negative
Service was also horrible and the ambience is not that great.,ambience,Negative
Service is great[comma] takeout is good too.,Service,Positive
Service is great[comma] takeout is good too.,takeout,Positive
The pizza is overpriced and soggy.,pizza,Negative
Everything is excellent[comma] the menu is quite extensive[comma] and you eat with a view on both sides of the city.,menu,Positive
Everything is excellent[comma] the menu is quite extensive[comma] and you eat with a view on both sides of the city.,view,Positive
For the quality of food[comma] a little too expensive.,quality of food,Negative
Here's to the fake fish tanks too...,fish tanks,Negative
I've never had bad service and the fish is fresh and delicious.,service,Positive
I've never had bad service and the fish is fresh and delicious.,fish,Positive
The first time I went[comma] and was completely taken by the live jazz band and atmosphere[comma] I ordered the Lobster Cobb Salad.,live jazz band,Positive
The first time I went[comma] and was completely taken by the live jazz band and atmosphere[comma] I ordered the Lobster Cobb Salad.,atmosphere,Positive
The first time I went[comma] and was completely taken by the live jazz band and atmosphere[comma] I ordered the Lobster Cobb Salad.,Lobster Cobb Salad,Neutral
we decided to eat in tea room which was small and cute.,tea room,Positive
What an amazing meal and experience!,meal,Positive
Unique apppetizers.,apppetizers,Positive
The staff has always been attentive and kind[comma] and I've always been amazed at how they've handled all the various different group sizes that come in.,staff,Positive
